tx_name	gene_id	chrom	strand	nexon	tx_len	cds_len	utr5_len	utr3_len	db_xref	exception	experiment	gbkey	gene	gene_biotype	inference	locus_tag	product	protein_id	transcript_biotype
XM_062076287.1	LOC107993792	NC_083857.1	+	12	4821	1659	315	2847	GeneID:107993792		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993792	protein_coding				XP_061932271.1	mRNA
XM_062076290.1	LOC107993792	NC_083857.1	+	11	4701	1539	315	2847	GeneID:107993792		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993792	protein_coding				XP_061932274.1	mRNA
XM_062076285.1	LOC107993792	NC_083857.1	+	12	4889	1728	314	2847	GeneID:107993792		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993792	protein_coding				XP_061932269.1	mRNA
XM_062076286.1	LOC107993792	NC_083857.1	+	13	5021	1695	313	3013	GeneID:107993792		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993792	protein_coding				XP_061932270.1	mRNA
XM_062076282.1	LOC107993792	NC_083857.1	+	13	4999	1839	313	2847	GeneID:107993792		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993792	protein_coding				XP_061932266.1	mRNA
XM_062076284.1	LOC107993792	NC_083857.1	+	12	4888	1728	313	2847	GeneID:107993792		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993792	protein_coding				XP_061932268.1	mRNA
XM_062076288.1	LOC107993792	NC_083857.1	+	11	4777	1617	313	2847	GeneID:107993792		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993792	protein_coding				XP_061932272.1	mRNA
XM_062076289.1	LOC107993792	NC_083857.1	+	12	4909	1584	312	3013	GeneID:107993792		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993792	protein_coding				XP_061932273.1	mRNA
XM_062076281.1	LOC107993792	NC_083857.1	+	13	5006	1848	311	2847	GeneID:107993792		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993792	protein_coding				XP_061932265.1	mRNA
XM_062076283.1	LOC107993792	NC_083857.1	+	12	4894	1737	310	2847	GeneID:107993792		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993792	protein_coding				XP_061932267.1	mRNA
XM_017050401.3	LOC107993790	NC_083857.1	-	21	4232	3309	515	408	GeneID:107993790		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993790	protein_coding				XP_016905890.1	mRNA
XM_017050403.3	LOC107993790	NC_083857.1	-	22	4105	3219	478	408	GeneID:107993790		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993790	protein_coding				XP_016905892.1	mRNA
XM_017050402.3	LOC107993790	NC_083857.1	-	21	3881	3309	164	408	GeneID:107993790		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993790	protein_coding				XP_016905891.1	mRNA
XM_017050406.3	LOC107993791	NC_083857.1	+	21	5657	2430	175	3052	GeneID:107993791		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993791	protein_coding				XP_016905895.1	mRNA
XM_017050407.3	LOC107993791	NC_083857.1	+	19	5707	2358	297	3052	GeneID:107993791		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993791	protein_coding				XP_016905896.1	mRNA
XM_062076278.1	LOC107993791	NC_083857.1	+	19	2648	2262	260	126	GeneID:107993791			mRNA	LOC107993791	protein_coding				XP_061932262.1	mRNA
XM_062076279.1	LOC107993791	NC_083857.1	+	19	2620	2262	260	98	GeneID:107993791			mRNA	LOC107993791	protein_coding				XP_061932263.1	mRNA
XM_062076280.1	LOC107993791	NC_083857.1	+	20	5306	2115	139	3052	GeneID:107993791		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993791	protein_coding				XP_061932264.1	mRNA
XM_062076293.1	LOC107993736	NC_083857.1	-	7	1493	1158	212	123	GeneID:107993736		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993736	protein_coding				XP_061932277.1	mRNA
XM_062076292.1	LOC107993736	NC_083857.1	-	7	1484	1182	179	123	GeneID:107993736		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993736	protein_coding				XP_061932276.1	mRNA
XM_017050329.3	LOC107993736	NC_083857.1	-	7	1516	1158	235	123	GeneID:107993736		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993736	protein_coding				XP_016905818.1	mRNA
XM_017050328.3	LOC107993736	NC_083857.1	-	7	1540	1182	235	123	GeneID:107993736		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993736	protein_coding				XP_016905817.1	mRNA
XM_062076270.1	LOC107993722	NC_083857.1	+	19	4984	3879	113	992	GeneID:107993722		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993722	protein_coding				XP_061932254.1	mRNA
XM_062076271.1	LOC107993722	NC_083857.1	+	20	4837	3879	80	878	GeneID:107993722		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993722	protein_coding				XP_061932255.1	mRNA
XM_017050342.3	LOC107993743	NC_083857.1	-	8	1563	1233	173	157	GeneID:107993743		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993743	protein_coding				XP_016905831.1	mRNA
XM_017050341.3	LOC107993743	NC_083857.1	-	8	1553	1248	148	157	GeneID:107993743		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993743	protein_coding				XP_016905830.1	mRNA
XM_062076273.1	LOC107993723	NC_083857.1	+	11	5608	3102	136	2370	GeneID:107993723		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993723	protein_coding				XP_061932257.1	mRNA
XM_017050415.3	LOC107993796	NC_083857.1	+	4	4386	3576	624	186	GeneID:107993796		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993796	protein_coding				XP_016905904.2	mRNA
XM_062076272.1	LOC107993796	NC_083857.1	+	4	4362	3678	498	186	GeneID:107993796		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993796	protein_coding				XP_061932256.1	mRNA
XM_062076296.1	LOC107993724	NC_083857.1	+	5	1305	828	0	477	GeneID:107993724		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993724	protein_coding				XP_061932280.1	mRNA
XM_017050340.3	LOC107993742	NC_083857.1	+	5	2658	837	183	1638	GeneID:107993742		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993742	protein_coding				XP_016905829.1	mRNA
XM_017050344.3	LOC107993744	NC_083857.1	-	2	1827	1128	416	283	GeneID:107993744		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993744	protein_coding				XP_016905833.1	mRNA
XM_062076299.1	LOC107993797	NC_083857.1	+	15	5406	5022	188	196	GeneID:107993797		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993797	protein_coding				XP_061932283.1	mRNA
XM_062076300.1	LOC107993797	NC_083857.1	+	15	5403	5019	188	196	GeneID:107993797		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993797	protein_coding				XP_061932284.1	mRNA
XM_017050327.3	LOC107993735	NC_083857.1	+	10	3063	2190	349	524	GeneID:107993735		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993735	protein_coding				XP_016905816.1	mRNA
XM_028664777.2	LOC107993746	NC_083857.1	-	3	10036	1617	32	8387	GeneID:107993746		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993746	protein_coding				XP_028520578.2	mRNA
XM_017050345.3	LOC107993746	NC_083857.1	-	3	10370	1608	375	8387	GeneID:107993746		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993746	protein_coding				XP_016905834.2	mRNA
XR_009830171.1	LOC133666256	NC_083857.1	+	3	743	0	0	0	GeneID:133666256		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133666256	lncRNA					lnc_RNA
XR_001765203.3	LOC107993827	NC_083857.1	-	5	4888	0	0	0	GeneID:107993827			ncRNA	LOC107993827	lncRNA					lnc_RNA
XR_001765202.3	LOC107993827	NC_083857.1	-	4	2174	0	0	0	GeneID:107993827		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107993827	lncRNA			uncharacterized LOC107993827, transcript variant X1		lnc_RNA
XR_009830179.1	LOC133666257	NC_083857.1	+	2	946	0	0	0	GeneID:133666257		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133666257	lncRNA			uncharacterized LOC133666257		lnc_RNA
XR_009830174.1	LOC107993828	NC_083857.1	-	10	3224	0	0	0	GeneID:107993828		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107993828	lncRNA					lnc_RNA
XR_009830175.1	LOC107993828	NC_083857.1	-	11	4404	0	0	0	GeneID:107993828		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107993828	lncRNA					lnc_RNA
XR_009830173.1	LOC107993828	NC_083857.1	-	10	4502	0	0	0	GeneID:107993828		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107993828	lncRNA					lnc_RNA
XR_009830172.1	LOC107993828	NC_083857.1	-	10	4622	0	0	0	GeneID:107993828		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107993828	lncRNA					lnc_RNA
XR_009830176.1	LOC107993835	NC_083857.1	+	4	4934	0	0	0	GeneID:107993835		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107993835	lncRNA					lnc_RNA
XR_009830177.1	LOC107993835	NC_083857.1	+	5	4555	0	0	0	GeneID:107993835		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107993835	lncRNA					lnc_RNA
XR_003696566.2	LOC107993835	NC_083857.1	+	5	3643	0	0	0	GeneID:107993835		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107993835	lncRNA					lnc_RNA
XR_001765212.3	LOC107993835	NC_083857.1	+	6	2399	0	0	0	GeneID:107993835		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107993835	lncRNA					lnc_RNA
XR_009830178.1	LOC107993835	NC_083857.1	+	4	5052	0	0	0	GeneID:107993835		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107993835	lncRNA					lnc_RNA
XM_017050298.3	LOC107993725	NC_083857.1	+	2	405	405	0	0	GeneID:107993725			mRNA	LOC107993725	protein_coding				XP_016905787.2	mRNA
XM_062076906.1	LOC133666363	NC_083857.1	+	1	2138	1206	379	553	GeneID:133666363			mRNA	LOC133666363	protein_coding				XP_061932890.1	mRNA
XR_009830183.1	LOC133666258	NC_083857.1	-	3	2255	0	0	0	GeneID:133666258			ncRNA	LOC133666258	lncRNA					lnc_RNA
XR_001765200.3	LOC107993814	NC_083857.1	+	6	3555	0	0	0	GeneID:107993814			ncRNA	LOC107993814	lncRNA					lnc_RNA
XR_009830180.1	LOC107993812	NC_083857.1	-	6	4783	0	0	0	GeneID:107993812		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107993812	lncRNA					lnc_RNA
XR_009830182.1	LOC107993812	NC_083857.1	-	7	3850	0	0	0	GeneID:107993812			ncRNA	LOC107993812	lncRNA			uncharacterized LOC107993812, transcript variant X3		lnc_RNA
XR_009830181.1	LOC107993812	NC_083857.1	-	6	1762	0	0	0	GeneID:107993812		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107993812	lncRNA			uncharacterized LOC107993812, transcript variant X2		lnc_RNA
XM_062076321.1	LOC107993726	NC_083857.1	+	9	6135	2253	1987	1895	GeneID:107993726		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993726	protein_coding				XP_061932305.1	mRNA
XM_062076319.1	LOC107993726	NC_083857.1	+	9	4648	2538	215	1895	GeneID:107993726		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993726	protein_coding				XP_061932303.1	mRNA
XM_062076314.1	LOC107993726	NC_083857.1	+	9	4817	2646	276	1895	GeneID:107993726		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993726	protein_coding				XP_061932298.1	mRNA
XM_062076315.1	LOC107993726	NC_083857.1	+	8	4530	2361	274	1895	GeneID:107993726		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993726	protein_coding				XP_061932299.1	mRNA
XM_062076318.1	LOC107993726	NC_083857.1	+	9	4807	2682	230	1895	GeneID:107993726		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993726	protein_coding				XP_061932302.1	mRNA
XM_062076317.1	LOC107993726	NC_083857.1	+	9	5910	2562	1453	1895	GeneID:107993726		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993726	protein_coding				XP_061932301.1	mRNA
XM_062076316.1	LOC107993726	NC_083857.1	+	9	4478	2577	6	1895	GeneID:107993726		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993726	protein_coding				XP_061932300.1	mRNA
XM_062076320.1	LOC107993726	NC_083857.1	+	10	5892	2538	1459	1895	GeneID:107993726		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993726	protein_coding				XP_061932304.1	mRNA
XM_017050448.3	LOC107993824	NC_083857.1	-	9	4102	1491	427	2184	GeneID:107993824		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993824	protein_coding				XP_016905937.1	mRNA
XM_017050374.2	LOC107993768	NC_083857.1	+	11	4932	2571	277	2084	GeneID:107993768		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993768	protein_coding				XP_016905863.1	mRNA
XM_017050373.3	LOC107993767	NC_083857.1	-	3	4616	3426	128	1062	GeneID:107993767	unclassified transcription discrepancy	COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993767	protein_coding				XP_016905862.2	mRNA
XM_017050375.3	LOC107993770	NC_083857.1	-	6	4500	612	3055	833	GeneID:107993770		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993770	protein_coding				XP_016905864.1	mRNA
XM_062076324.1	LOC107993770	NC_083857.1	-	5	3646	576	3055	15	GeneID:107993770			mRNA	LOC107993770	protein_coding				XP_061932308.1	mRNA
XM_017050317.3	LOC107993729	NC_083857.1	+	8	4290	1329	365	2596	GeneID:107993729		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993729	protein_coding				XP_016905806.1	mRNA
XM_017050318.3	LOC107993729	NC_083857.1	+	8	4597	1329	672	2596	GeneID:107993729		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993729	protein_coding				XP_016905807.1	mRNA
XM_017050319.3	LOC107993729	NC_083857.1	+	8	4493	1329	568	2596	GeneID:107993729		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993729	protein_coding				XP_016905808.1	mRNA
XM_028664798.2	LOC107993729	NC_083857.1	+	8	4342	1329	417	2596	GeneID:107993729		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993729	protein_coding				XP_028520599.1	mRNA
XR_009830187.1	LOC133666260	NC_083857.1	-	2	954	0	0	0	GeneID:133666260		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133666260	lncRNA					lnc_RNA
XR_009830188.1	LOC133666260	NC_083857.1	-	2	1017	0	0	0	GeneID:133666260		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133666260	lncRNA					lnc_RNA
XM_062076323.1	LOC107993730	NC_083857.1	-	10	2443	1251	61	1131	GeneID:107993730		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993730	protein_coding				XP_061932307.1	mRNA
XM_028664800.2	LOC107993730	NC_083857.1	-	9	1755	1266	212	277	GeneID:107993730		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993730	protein_coding				XP_028520601.1	mRNA
XM_062076304.1	LOC107993727	NC_083857.1	+	53	16628	10020	213	6395	GeneID:107993727		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993727	protein_coding				XP_061932288.1	mRNA
XM_062076305.1	LOC107993727	NC_083857.1	+	53	16598	9990	213	6395	GeneID:107993727		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993727	protein_coding				XP_061932289.1	mRNA
XM_062076310.1	LOC107993727	NC_083857.1	+	52	16225	9618	212	6395	GeneID:107993727		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993727	protein_coding				XP_061932294.1	mRNA
XM_062076306.1	LOC107993727	NC_083857.1	+	52	21993	9924	5674	6395	GeneID:107993727		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993727	protein_coding				XP_061932290.1	mRNA
XM_017050309.3	LOC107993727	NC_083857.1	+	53	22082	10014	5673	6395	GeneID:107993727		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993727	protein_coding				XP_016905798.2	mRNA
XM_017050300.3	LOC107993727	NC_083857.1	+	53	22132	10065	5672	6395	GeneID:107993727		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993727	protein_coding				XP_016905789.2	mRNA
XM_017050311.3	LOC107993727	NC_083857.1	+	52	22018	9951	5672	6395	GeneID:107993727		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993727	protein_coding				XP_016905800.2	mRNA
XM_017050302.3	LOC107993727	NC_083857.1	+	53	22129	10062	5672	6395	GeneID:107993727		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993727	protein_coding				XP_016905791.2	mRNA
XM_017050301.3	LOC107993727	NC_083857.1	+	54	21114	10065	4654	6395	GeneID:107993727		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993727	protein_coding				XP_016905790.2	mRNA
XM_062076303.1	LOC107993727	NC_083857.1	+	54	18627	10065	2167	6395	GeneID:107993727		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993727	protein_coding				XP_061932287.1	mRNA
XM_017050303.3	LOC107993727	NC_083857.1	+	53	22122	10056	5671	6395	GeneID:107993727		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993727	protein_coding				XP_016905792.2	mRNA
XM_017050310.3	LOC107993727	NC_083857.1	+	53	22050	9984	5671	6395	GeneID:107993727		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993727	protein_coding				XP_016905799.2	mRNA
XM_017050304.3	LOC107993727	NC_083857.1	+	53	22100	10035	5670	6395	GeneID:107993727		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993727	protein_coding				XP_016905793.2	mRNA
XM_062076307.1	LOC107993727	NC_083857.1	+	52	21973	9909	5669	6395	GeneID:107993727		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993727	protein_coding				XP_061932291.1	mRNA
XM_017050315.3	LOC107993727	NC_083857.1	+	53	22027	9963	5669	6395	GeneID:107993727		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993727	protein_coding				XP_016905804.2	mRNA
XM_017050305.3	LOC107993727	NC_083857.1	+	53	22086	10023	5668	6395	GeneID:107993727		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993727	protein_coding				XP_016905794.2	mRNA
XM_017050308.3	LOC107993727	NC_083857.1	+	53	22077	10014	5668	6395	GeneID:107993727		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993727	protein_coding				XP_016905797.2	mRNA
XM_062076311.1	LOC107993727	NC_083857.1	+	53	22083	10020	5668	6395	GeneID:107993727		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993727	protein_coding				XP_061932295.1	mRNA
XM_062076313.1	LOC107993727	NC_083857.1	+	53	22074	10011	5668	6395	GeneID:107993727		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993727	protein_coding				XP_061932297.1	mRNA
XM_017050313.3	LOC107993727	NC_083857.1	+	52	21755	9693	5667	6395	GeneID:107993727		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993727	protein_coding				XP_016905802.2	mRNA
XM_017050314.3	LOC107993727	NC_083857.1	+	53	21995	9933	5667	6395	GeneID:107993727		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993727	protein_coding				XP_016905803.2	mRNA
XM_062076308.1	LOC107993727	NC_083857.1	+	52	21745	9684	5666	6395	GeneID:107993727		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993727	protein_coding				XP_061932292.1	mRNA
XM_062076309.1	LOC107993727	NC_083857.1	+	52	21700	9642	5663	6395	GeneID:107993727		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993727	protein_coding				XP_061932293.1	mRNA
XR_009830184.1	LOC107993734	NC_083857.1	-	2	407	0	0	0	GeneID:107993734		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC107993734	lncRNA					lnc_RNA
XR_009830431.1	LOC133666351	NC_083857.1	+	2	4524	0	0	0	GeneID:133666351		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133666351	lncRNA					lnc_RNA
XR_009830430.1	LOC133666351	NC_083857.1	+	2	2309	0	0	0	GeneID:133666351		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133666351	lncRNA					lnc_RNA
XR_009830185.1	LOC114576978	NC_083857.1	-	3	695	0	0	0	GeneID:114576978			ncRNA	LOC114576978	lncRNA					lnc_RNA
XR_009830189.1	LOC133666261	NC_083857.1	-	2	2305	0	0	0	GeneID:133666261		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133666261	lncRNA					lnc_RNA
XR_009830186.1	LOC133666259	NC_083857.1	-	2	3597	0	0	0	GeneID:133666259		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133666259	lncRNA					lnc_RNA
XM_017050324.3	LOC107993732	NC_083857.1	-	1	3872	1098	2100	674	GeneID:107993732		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993732	protein_coding				XP_016905813.1	mRNA
XM_017050323.3	LOC107993731	NC_083857.1	-	1	2518	1176	331	1011	GeneID:107993731		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993731	protein_coding				XP_016905812.1	mRNA
XM_017050455.3	LOC107993833	NC_083857.1	-	10	6450	1440	212	4798	GeneID:107993833		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993833	protein_coding				XP_016905944.1	mRNA
XM_062076322.1	LOC107993833	NC_083857.1	-	10	6423	1437	188	4798	GeneID:107993833		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993833	protein_coding				XP_061932306.1	mRNA
XM_017050456.3	LOC107993833	NC_083857.1	-	9	1627	1440	187	0	GeneID:107993833			mRNA	LOC107993833	protein_coding				XP_016905945.1	mRNA
XM_028664788.2	LOC107993832	NC_083857.1	+	2	1356	456	0	900	GeneID:107993832		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993832	protein_coding				XP_028520589.2	mRNA
XM_028664766.2	LOC107993821	NC_083857.1	-	5	3253	2517	0	736	GeneID:107993821		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993821	protein_coding				XP_028520567.2	mRNA
XM_062076909.1	LOC107993821	NC_083857.1	-	5	3234	2220	278	736	GeneID:107993821		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993821	protein_coding				XP_061932893.1	mRNA
XM_062076908.1	LOC107993821	NC_083857.1	-	4	4033	2220	1077	736	GeneID:107993821		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993821	protein_coding				XP_061932892.1	mRNA
XM_062076910.1	LOC107993801	NC_083857.1	+	3	1685	864	375	446	GeneID:107993801		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993801	protein_coding				XP_061932894.1	mRNA
XM_062076911.1	LOC107993801	NC_083857.1	+	3	1666	864	356	446	GeneID:107993801		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993801	protein_coding				XP_061932895.1	mRNA
XM_017050422.2	LOC107993801	NC_083857.1	+	2	1780	1074	260	446	GeneID:107993801		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993801	protein_coding				XP_016905911.1	mRNA
XM_017050423.3	LOC107993801	NC_083857.1	+	2	1833	864	523	446	GeneID:107993801		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993801	protein_coding				XP_016905912.1	mRNA
XM_028664767.2	LOC107993801	NC_083857.1	+	2	1743	864	433	446	GeneID:107993801		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993801	protein_coding				XP_028520568.1	mRNA
XM_017050419.3	LOC107993799	NC_083857.1	-	14	2940	1812	155	973	GeneID:107993799		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993799	protein_coding				XP_016905908.1	mRNA
XM_017050421.3	LOC107993799	NC_083857.1	-	12	3038	1596	469	973	GeneID:107993799		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993799	protein_coding				XP_016905910.1	mRNA
XR_009830458.1	LOC133666367	NC_083857.1	+	2	1212	0	0	0	GeneID:133666367		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133666367	lncRNA					lnc_RNA
XM_017050439.2	LOC107993816	NC_083857.1	+	11	3388	2100	1014	274	GeneID:107993816		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993816	protein_coding				XP_016905928.1	mRNA
XM_062076331.1	LOC107993834	NC_083857.1	+	10	3606	2283	453	870	GeneID:107993834		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993834	protein_coding				XP_061932315.1	mRNA
XM_062076329.1	LOC107993834	NC_083857.1	+	9	3536	2283	383	870	GeneID:107993834		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993834	protein_coding				XP_061932313.1	mRNA
XM_062076336.1	LOC107993834	NC_083857.1	+	8	3534	2283	381	870	GeneID:107993834		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993834	protein_coding				XP_061932320.1	mRNA
XM_062076332.1	LOC107993834	NC_083857.1	+	9	3626	2283	473	870	GeneID:107993834		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993834	protein_coding				XP_061932316.1	mRNA
XM_062076327.1	LOC107993834	NC_083857.1	+	8	3898	2283	745	870	GeneID:107993834		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993834	protein_coding				XP_061932311.1	mRNA
XM_062076333.1	LOC107993834	NC_083857.1	+	7	3832	2283	679	870	GeneID:107993834		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993834	protein_coding				XP_061932317.1	mRNA
XM_062076328.1	LOC107993834	NC_083857.1	+	7	3857	2283	704	870	GeneID:107993834		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993834	protein_coding				XP_061932312.1	mRNA
XM_062076330.1	LOC107993834	NC_083857.1	+	5	9555	2283	6402	870	GeneID:107993834		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993834	protein_coding				XP_061932314.1	mRNA
XM_028664776.2	LOC107993834	NC_083857.1	+	4	3939	2283	786	870	GeneID:107993834		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993834	protein_coding				XP_028520577.1	mRNA
XR_009830191.1	LOC133666263	NC_083857.1	-	3	832	0	0	0	GeneID:133666263		COORDINATES: polyA evidence [ECO:0006239]	ncRNA	LOC133666263	lncRNA					lnc_RNA
XM_017050437.3	LOC107993815	NC_083857.1	-	12	8927	2079	1102	5746	GeneID:107993815		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993815	protein_coding				XP_016905926.1	mRNA
XM_017050438.3	LOC107993815	NC_083857.1	-	11	3066	1866	1102	98	GeneID:107993815			mRNA	LOC107993815	protein_coding				XP_016905927.1	mRNA
XM_062076326.1	LOC107993825	NC_083857.1	-	16	3896	3789	82	25	GeneID:107993825		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993825	protein_coding				XP_061932310.1	mRNA
XM_017050449.3	LOC107993825	NC_083857.1	-	15	4282	3996	82	204	GeneID:107993825		COORDINATES: polyA evidence [ECO:0006239]	mRNA	LOC107993825	protein_coding				XP_016905938.2	mRNA
